id,iron_mg,magnesium_mg,zinc_mg,vitamin_d_mcg,vitamin_c_mg,vitamin_b12_mcg
170897,0.17,36,3.9,0.1,0,1.68
170898,0,38,3.87,0.5,0,2.26
170899,0.16,27,3.74,1,0,0.88
170900,0.23,29,3.61,0.4,0,1.33
170901,0.09,10,0.45,1,0.3,0.49
170902,0.04,10,0.46,0.9,0,0.64
170903,0.04,11,0.6,0,0.8,0.52
170904,0.04,12,0.46,1,0.2,0.29
170905,0,10,0.41,0,0,0.5
170906,0,16,0.83,0.9,0,0.53
170907,0.04,10,0.46,0.9,0,0.64
170908,0,7,0.19,0,0,0.05
170909,0.03,0,0,0,2.2,0
170910,0.16,13,0.46,1.5,0,0.2
170911,0.48,65,1.06,0.2,0,0.07
170912,0.2,0,0,0,1.1,0
170913,0.15,0,0,0,0.3,0
170914,0.15,0,0,0,0.3,0
170915,0.15,10,0.44,0,0.6,0.45
170916,0,0,0,0,0.4,0
170917,43,120,3.7,0,46.5,0
170918,16.23,258,5.5,0,21,0
170919,13.97,229,7.47,0,21,0
170920,44.9,440,6.93,0,17.1,0
170921,42.46,694,4.72,0,566.7,0
170922,16.32,330,4.7,0,21,0
170923,66.36,366,4.8,0,7.7,0
170924,19.1,255,4.7,0,0.7,0
170925,16.33,256,5.2,0,21,0
170926,19.8,214,3.64,0,0.7,0
170927,13.9,163,2.3,0,21,0
170928,82.71,346,3.6,0,51.4,0
170929,9.21,370,6.08,0,7.1,0
170930,22.04,400,5.44,0,125,0
170931,9.71,171,1.19,0,0,0
170932,7.8,152,2.48,0,76.4,0
170933,14.31,90,1.13,0,21,0
170934,11.1,264,1.09,0,80.8,0
170935,28.12,428,4.7,0,32.4,0
170936,37.88,377,4.3,0,50,0
170937,32.3,347,3.9,0,50,0
170938,123.6,220,6.18,0,50,0
170986,1.28,6,0.72,1.4,11.5,0.22
170988,9.16,38,3.82,5.7,45.8,2.29
170991,2.38,15,1.19,2,15.9,0.4
170992,7.4,40,5,7.5,60,1.49
170993,1.37,5,0.68,1,8.2,0.21
170994,1.18,5,0.66,1.2,7.9,0.2
170995,1.31,7,0.59,1,7.9,0.2
170996,0.98,5,0.52,1,10,0
170997,1.31,0,0.52,1,7.9,0.22
171002,0.2,0,0,0,0.3,0
171003,0.1,2,0.07,0,0,0
171004,0.12,0,0,0,0,0
171005,0.6,10,0.22,0,6,0
171006,0.6,0,0.1,0,0,0
171007,0.6,0,0.1,0,6,0.12
171008,0.9,7,0.19,0,1.5,0
171009,0.21,1,0.15,0.2,0,0.12
171010,0.5,1,0.12,0,0,0.26
171011,0,0,0,0,0,0
171012,0,0,0,0,0,0
171013,0.07,0,0,0,0,0
171014,0,0,0,0,0,0
171015,0.01,0,0,0,0,0
171016,0,0,0,0,0,0
171017,0.03,0,0,0,0,0
171018,0,3,0,0,0.2,0.1
171019,0.26,5,0.07,0,0.4,0
171020,0.8,5,0.29,0,0,0
171021,0.87,8,0.2,0,0,0
171023,0.65,4,0.19,0,0,0
171024,0,0,0,0,0,0
171025,0,0,0,0,0,0
171026,0,0,0,0,0,0
171027,0,0,0,0,0,0
171028,0,0,0,0,0,0
171029,0,0,0,0,0,0
171030,0,0,0,0,0,0
171031,0,0,0,0,0,0
171032,0,0,0,0,0,0
171033,0,0,0,0,0,0
171034,0.41,12,0.17,0,0.4,0
171035,0,1,0,0,0,0
171036,0.18,0,0,0,0.7,0
171037,0.31,2,0.2,0,0,0.17
171038,0,2,0,10.7,0.1,10.8
171039,0,2,0,10.7,0.1,0.07
171040,0.06,3,0,10.7,0.2,0.1
171041,0,2,0,10.7,0.1,10.8
171042,0,0,0,0,0,0
171043,0.29,5,0.14,0.1,0.2,0.05
171044,0.25,9,0.25,0.1,0.3,0.09
171045,0.29,4,0.3,0,0.1,0.04
171046,0.36,13,0.29,0,2.1,0.02
171048,1.79,21,1.91,0,0.4,0.83
171049,1.99,25,2.36,0,0.5,1.11
171050,1.66,23,2.16,0,0.5,0.94
171051,1.16,19,1.76,0,0,0.2
171053,1.35,27,2.24,0.1,0,0.34
171054,1.21,25,2.1,0.1,0,0.33
171055,1.51,15,1.23,0.2,0,0.2
171056,1.13,13,0.96,0.2,0,0.11
171058,10.32,25,6.27,0,8.7,13.31
171059,9.03,20,7.3,0,1.8,7.29
171061,11.63,25,3.98,0,27.9,16.85
171063,1.44,20,2.08,0,0,0.27
171064,1.5,24,2.6,0,0,0.3
171065,1.36,22,2.49,0,0,0.29
171066,1.31,18,2.26,0,0,0.2
171068,1.49,25,2.91,0,0,0.33
171069,1.33,23,2.8,0.1,0,0.32
171070,1.36,20,2.66,0.1,0,0.22
171071,1.42,20,2.25,0.1,0,0.27
171072,1.22,16,1.93,0.1,0,0.18
171074,1.65,25,2.8,0,0,0.31
171075,1.07,27,1.02,0.1,0,0.32
171076,0.92,22,0.97,0.1,0,0.21
171078,1.14,31,1.08,0.1,0,0.37
171082,1.63,33,2.14,1.4,0,1.71
171084,3.39,25,4.29,0,0,15.89
171087,1.18,18,4.03,0.3,0,1.42
171089,0.8,32,1.76,0.4,0,0.5
171091,1.43,27,3.51,0.3,0,1.65
171092,2.19,22,3.92,0,0,0.34
171094,1.46,25,2.1,0.1,0,0.34
171095,1.95,25,2.89,0,0,0.37
171097,1.43,27,3.51,0.3,0,1.65
171099,1.58,12,1.41,0.1,2,0.29
171100,5.5,13,0.92,0,2,9.4
171101,1.86,20,2.37,0.3,2,0.28
171102,1.8,17,2.02,0,0,0.24
171103,2.2,15,1.46,0,0,0.23
171107,0.91,18,1.49,0.1,0.5,0.28
171109,0.77,19,1.53,0.1,0.6,0.3
171110,1.3,19,2.5,0.1,0,1
171111,2.41,20,1.14,0,0,0.4
171112,2.08,0,0,0,1.5,0
171113,2.33,0,0,0,2.3,0
171114,1.05,23,2.86,0,0,0.47
171115,1.97,21,1.3,0,0,0.55
171117,0.93,28,1.92,0,0,0.51
171118,0.97,21,2,0,0,0.45
171119,0.91,5,0.69,0.2,0,0.47
171120,0.97,21,2.01,0,0,0.45
171121,0.97,24,2.05,0,0,0.38
171122,0.97,23,1.77,0,0,0.68
171123,0.55,26,0.92,0,0,0.32
171124,0.83,19,1.51,0.1,0,0.6
171125,0.51,25,0.86,0,0,0.3
171126,1.02,23,2.52,0,0,0.49
171127,0.95,21,1.78,0,0,0.47
171128,1.07,24,3.4,0.3,0,1.65
171131,1.07,24,3.4,0.3,0,1.65
171133,1,24,2.99,0.8,0,1.36
171135,1.58,24,4.22,0.3,0,2.46
171137,1.5,21,3,0.3,0,1.67
171139,0.68,29,1.52,0.5,0,1.68
171140,0.49,32,0.96,0,0,0.2
171141,1.5,33,1.1,0,0.2,0
171142,1.53,33,0.77,0,1.2,0.03
171143,1.78,37,0.9,0,0.7,0.06
171144,1.33,19,0.44,0,1.8,0.03
171145,0.69,3,0.4,0,0.5,0.1
171146,1.06,4,0.29,0,0.1,0
171147,0.71,3,0.3,0,4,0.02
171148,0.35,7,0.17,0,0.4,0.08
171149,0.71,5,0.3,0,0.8,0.1
171150,1.62,19,1.56,0,3.1,0.3
171151,1.1,8,0.7,0,5.1,3.3
171152,1.3,8,0.74,0,3.2,3.23
171153,0.75,6,0.6,0,0.9,0
171154,0.4,7,0.4,0,0,0
171155,0.18,3,0.11,0.2,0,0
171156,0.67,7,1.1,0,0.8,0
171157,1.7,36,0.99,0,1.1,0.2
171158,0.34,13,0.15,0,0.2,0.04
171159,0.42,7,0.6,0,0,0.47
171160,0.89,6,0.6,0,0,0.15
171161,0.88,6,0.38,0,1.2,0
171162,0.97,2,1.1,0,2.9,0.26
171163,0.89,5,1.23,0,1.9,0.25
171164,0.79,5,0.65,0,1.9,0
171165,1.25,60,1.12,0,3.4,0
171166,2.6,48,1.6,0,16.6,0.5
171167,1.7,61,0.1,0,0,0
171168,0.6,2,1,0,1,0.1
171169,9.3,56,0.7,0,1,0.32
171170,0.66,2,0.7,0,0,0
171171,1,34,1.54,0,7,0.7
171172,1,34,0.88,0,7,0.7
171173,3.94,34,1.06,0,1.4,0.51
171174,0.94,25,1.41,0,20.4,0
171175,0.7,7,1.1,0,0,0.16
171176,0.29,7,0.09,0,6.3,0
171177,4.11,25,0.6,0,0.3,0.25
171178,0.3,13,0.26,0,2,0.02
171179,0.04,1,0.32,0,0,0
171180,0.08,1,0.03,0,0.4,0
171181,1,0,0,0,0,0
171182,1,0,0,0,0,0
171183,0,0,0,0,0,0
171184,0,0,0,0,0,0
171185,0.99,43,1,0,0.2,0
171186,1.64,16,0.24,0,26.9,0
171187,1.46,16,0.23,0,4.8,0
171188,1.92,16,0.25,0,57.9,0
171190,0.51,10,0.56,0,3.6,0.17
171191,0.21,9,0.98,0,0.4,0.14
171192,0.73,18,0.2,0,2,0
171193,2.34,20,8.14,0.1,0,3.56
171194,2.08,18,6.53,0.1,0,3.1
171195,2.24,18,7.44,0.1,0,3.24
171196,2.88,24,10.5,0.1,0,3.2
171197,2.81,25,10.6,0.1,0,3.5
171198,3.76,25,9.39,0.1,0,3.38
171199,3.36,27,9.53,0.1,0,3.41
171200,3.6,25,9.44,0.1,0,3.39
171201,3.53,23,11.01,0.1,0,4.44
171202,2.44,25,8,0.1,0,3.13
171203,2.96,23,8.32,0.1,0,2.73
171204,2.84,23,8.47,0.1,0,2.53
171205,3.06,22,8.27,0.1,0,2.85
171206,2.12,21,5.43,0.1,0,2.3
171207,3.21,22,11.38,0.1,0,3.48
171208,2.68,19,9.14,0.1,0,3.02
171209,2.53,25,7,0.1,0,2.32
171210,2.37,24,6.11,0.1,0,2.23
171211,3.27,23,9.66,0.1,0,3.46
171212,3.31,23,10.19,0.1,0,4.22
171213,2.38,20,7.4,0.1,0,3.03
171214,2.37,20,7.32,0.1,0,2.9
171215,2.28,21,8.74,0.1,0,3.22
171216,2.16,20,8.24,0.1,0,2.66
171217,2.8,20,9.55,0.1,0,3.19
171218,2.82,20,9.52,0.2,0,3.25
171219,2.76,20,9.59,0.1,0,3.1
171220,2.5,26,8,0.1,0,3.19
171221,2.25,24,7.85,0.1,0,2.99
171222,2.7,20,9.73,0.1,0,3.45
171223,2.67,20,9.64,0.2,0,3.55
171224,3.53,25,9.24,0.1,0,3.35
171225,3.7,24,9.22,0.1,0,3.34
171226,3.29,26,9.28,0.1,0,3.36
171227,2.49,17,8.91,0.1,0,3.1
171228,2.45,22,8.68,0.1,0,3.03
171229,2.46,21,8.63,0.1,0,2.89
171230,2.42,22,8.78,0.1,0,3.14
171231,2.1,19,7.26,0.1,0,2.7
171232,2.65,25,6.97,0.1,0,2.37
171233,2.34,26,7.05,0.1,0,2.25
171234,1.96,21,4.89,0.1,0,1.94
171235,1.95,22,4.77,0.1,0,1.93
171236,2.62,25,6,0.1,0,2.22
171237,2.61,25,6,0.1,0,2.21
171238,2.63,25,6.01,0.1,0,2.23
171239,2.13,24,7.09,0.1,0,2.33
171240,0.52,70,1.14,0,0,2.42
171241,0.24,29,3.9,0.5,0,1.54
171242,0.17,36,3.9,0.6,0,1.6
171243,0.13,21,2.1,0.5,0,1.04
171244,0.22,27,3.62,0.4,0,1.68
171245,0.41,27,2.81,0.6,0,1.47
171246,0.13,10,0.82,0,0,0.3
171247,0.49,34,4.2,0.5,0,1.4
171248,0.44,15,1.34,0.1,0,0.29
171249,0.77,41,2.58,0.5,0,1.12
171250,0.56,30,2.08,0,0,0.64
171251,0.13,33,4.37,0,0,3.06
171252,0.26,27,2.31,2.5,0,1.33
171253,0.6,28,3.55,0,0,2.3
171254,0.33,29,2.59,0.4,0,0.4
171255,0.05,10,0.39,0,0.9,0.19
171256,0.07,10,0.5,0.2,0.9,0.3
171257,0.07,10,0.33,0,0.9,0.21
171258,0.2,19,0.46,1.2,1.5,0.45
171259,0.03,10,0.37,0,0.9,0.33
171260,0.03,0,0,0,0.6,0
171261,0.03,0,0.02,0,0,0
171262,0.03,0,0.02,0,0,0
171263,0.26,1,0.07,0,0,0
171264,0.39,6,1.18,0,0,0
171265,0.03,10,0.37,1.3,0,0.45
171266,0.05,13,0.38,0,1.5,0.36
171267,0.02,11,0.48,1.2,0.2,0.53
171268,0.06,16,0.45,1,1.2,0.43
171269,0.03,11,0.42,1.2,0,0.5
171270,0.05,15,0.41,1.2,1,0.39
171271,0.06,16,0.45,1,1.1,0.43
171272,0.31,117,4.41,11,5.6,3.99
171273,0.32,60,4.03,0,6.7,3.98
171274,0.3,110,4.02,0.5,5.7,3.82
171275,0.19,26,0.94,0.2,2.6,0.44
171276,0.19,24,0.77,2,1.9,0.16
171277,0.42,23,0.63,1.1,0.2,0.49
171278,0.05,14,0.3,1.3,1.3,0.07
171279,0.03,3,0.17,0.1,5,0.05
171280,0.12,31,0.22,0,2.3,0.36
171281,1.24,199,6.31,0,0.9,2.5
171282,0.06,8,0.13,0,0.1,0.28
171283,0.88,176,1.97,0,1.5,2.37
171284,0.05,12,0.59,0.1,0.5,0.37
171285,0.07,15,0.74,0,0.7,0.47
171286,0.07,16,0.82,0,0.7,0.52
171287,1.75,12,1.29,2,0,0.89
171288,0.59,25,3.01,0.5,0,1.23
171289,0.95,34,2.21,6.5,0,1.52
171290,0.63,26,2.49,0.6,0,1.5
171291,0.26,27,2.31,2.5,0,1.33
171292,0.12,27,4.44,0.3,0,1.41
171293,0.6,36,0.67,0.7,0,0.26
171294,0,11,0.32,0.1,0,0.09
171295,0,16,1.82,0.1,0,0.49
171296,0.05,11,0.49,0,0,0.7
171297,0.07,10,0.39,0,0,0.56
171298,0.04,10,0.4,0.9,0,0.66
171299,0.06,11,0.45,1,0.2,0.59
171300,0.07,10,0.41,0,0.7,0.5
171301,0.04,11,0.44,1.1,1.5,0.31
171302,0.19,24,0.77,4,16,0.16
171303,0.27,13,0.41,1.1,1,0.32
171304,0,11,0.52,0,0,0.75
171305,1.21,37,0.81,0.2,0,0.49
171306,0.36,20,0.56,0.1,0,0.35
171307,0,12,0.66,0.1,13.8,0.36
171308,0,10,0.39,0,0,0.19
171309,0.03,0,0,0,0.6,0
171310,0.03,0,0,0,0,0
171311,0.03,0,0,0,10.7,0
171312,0.03,0,0,0,0.3,0
171313,0.03,0,0,0,0.6,0
171314,0,0,0,0,0,0
171315,7.06,135,1.01,0,39.2,0
171316,36.96,170,5.3,0,21,0
171317,89.8,711,7.1,0,0.8,0
171318,31.95,130,8.8,0,50,0
171319,17.3,149,4.3,0,0.7,0
171320,8.32,60,1.83,0,3.8,0
171321,11.83,259,2.32,0,0.2,0
171322,48.78,451,3.3,0,50,0
171323,18.54,385,3.7,0,21,0
171324,33.53,191,2.5,0,3,0
171325,5.65,77,2.99,0,1.2,0
171326,3.04,183,2.15,0,3,0
171327,3.9,113,4.05,0,23.4,0
171328,36.8,270,2.69,0,2.3,0
171329,21.14,178,4.33,0,0.9,0
171330,9.76,347,7.9,0,1,0
171331,35.3,224,3.14,0,12,0
171332,19.71,136,2.37,0,23.4,0
171333,29.25,220,3.23,0,61.2,0
171372,0.6,14,0.54,0,5.3,0
171382,2.3,10,0.96,1.9,11.5,0.58
171383,1.18,5,0.49,1,5.9,0.3
171384,9.26,39,3.86,7.7,46.3,2.31
171385,0.99,5,0.53,1.1,5.9,0.22
171386,0.99,5,0.53,1.1,5.9,0.22
171387,1.18,5,0.66,1,7.9,0.21
171389,9.2,41,5.1,7.8,61,1.53
171390,1.31,7,0.79,1,7.9,0.2
171391,1.18,7,0.66,0.8,7.9,0.2
171392,1.18,6,0.98,5,13.1,0.16
171393,1.4,7,1.17,3.9,15.6,0.2
171394,0.98,5,0.52,1,10,0
171395,1.31,6,0.49,1,7.9,0.2
171396,1.18,5,0.49,1,5.9,0.3
171397,1.18,4,0.49,1,5.9,0.16
171399,9.3,31,3.83,7.7,46,1.28
171400,0,0,0,0.7,0,0
171401,0,0,0.11,2.5,0,0
171402,1.18,8,0.26,0,0,0
171403,0.12,2,0.07,0,0,0.04
171405,0.25,4,0.06,0,0,0
171406,0,0,0.11,0,0,0
171407,0.5,7,0.25,0,0.3,0.23
171408,0.01,0,0.11,0,0,0
171409,0.2,2,0.81,0.1,0,0.21
171410,0.03,0,0.01,0,0,0
171411,0.05,0,0.01,0,0,0
171412,0.05,0,0.02,0,0,0
171413,0.56,0,0,0,0,0
171415,0.04,1,0.02,17.5,0,0.06
171416,0.2,0,0,0,0.6,0
171417,0,0,0,0,0,0
171418,0.5,0,0,0,0,0
171419,0.2,0,0,0,0,0
171420,0.58,3,0.1,0,0,0
171421,0,0,0,0,0,0
171422,0,0,0,0,0,0
171423,0,0,0,0,0,0
171424,0,0,0,0,0,0
171425,0,0,0,0,0,0
171426,0,0,0,0,0,0
171427,0,0,0,0,0,0
171428,0,0,0,0,0,0
171429,0,0,0,0,0,0
171430,0,0,0,0,0,0
171434,0.02,1,0.02,10.7,0.1,0.06
171435,0.06,3,0,10.7,0.2,0.1
171436,0,1,0,10.7,0.1,0.08
171437,0,2,0,10.7,0.1,0.07
171438,0.05,0,0.01,0,0,0
171439,0.05,0,0.01,0,0,0
171440,0.05,0,0.01,0,0,0
171441,0,0,0,0,0,0
171442,0.34,15,0.31,0,0,0
171443,0,2,0.07,0,0,0.12
171444,0.12,2,0.07,0,0,0.04
171445,0.46,25,0.87,0,0,0.27
171446,1.53,19,1.98,0,0.5,0.79
171448,1.37,21,1.67,0.2,0,0.28
171449,1.38,25,2.04,0.1,0,0.31
171450,1.26,23,1.94,0,0,0.3
171451,1.17,21,1.99,0.1,0,0.22
171453,1.43,12,0.72,0.2,0,0.17
171454,1.52,17,1.15,0,0,0.18
171455,7.04,14,4.23,0,12.5,9.44
171457,3.19,3,4.42,0,0,1.04
171459,1.26,22,1.06,0,0,0.28
171460,1.21,27,1.26,0.1,0,0.33
171461,1.14,25,1.23,0,0,0.32
171462,0.98,20,1.14,0,0,0.2
171465,1.14,29,1.27,0,0,0.36
171466,1.06,27,1.23,0.1,0,0.34
171467,0.93,22,1.19,0.1,0,0.23
171470,1.49,19,1.96,0,0,0.26
171471,1.62,23,2.47,0,0,0.28
171472,1.39,22,2.65,0.1,0,0.3
171473,1.27,17,2.38,0.1,0,0.21
171475,1.25,24,0.95,0.1,0,0.3
171476,1.19,30,1.1,0,0,0.34
171477,1.04,29,1,0.1,0,0.34
171478,0.88,24,0.97,0.1,0,0.23
171479,1.09,30,2.48,0.4,0,1.02
171481,1.03,29,2.51,0.3,0,0.94
171483,3.68,21,3.92,0,6.3,3.91
171485,6.96,28,4.6,0,0,13.9
171487,1.79,26,4.53,0,22.6,28.17
171489,1.45,27,3.35,0.4,0,1.66
171491,0.71,32,1.72,0.3,0,0.37
171492,1.4,27,2.03,0,0,0.36
171494,2.3,23,4.27,0.1,0,0.36
171496,0.71,32,1.72,0.3,0,0.39
171498,0.71,32,1.72,0.3,0,0.81
171499,1.82,15,2.06,0,0,0.24
171500,0.93,8,0.7,0,0,0.24
171501,0.66,21,1.53,0,0,0.32
171502,1.51,17,4.12,0,0,0.24
171506,1.52,30,3.11,0.2,0,1.34
171508,2.74,27,1.55,0,0.5,0.48
171510,3.26,0,0,0,2.8,0
171511,4.49,0,0,0,3.2,0
171513,0.95,24,1.05,0.3,0,0.29
171514,1,26,0.77,0,0,0.44
171516,0.97,24,2.05,0,0,0.39
171517,0.97,21,2.04,0,0,0.71
171518,0.45,25,0.86,0,0,0.27
171519,1.09,24,2.96,0,0,0.49
171520,0.98,26,1.03,0,0,0.59
171521,1.07,25,2.63,0,0,0.51
171522,0.97,22,1.84,0,0,0.47
171523,0.97,24,1.71,0,0,0.45
171524,0.86,22,0.76,0,0,0.55
171527,0.55,30,1.49,0.3,0,1.7
171529,1.03,29,1.57,0.3,0,1.75
171530,0.71,32,1.72,0.3,0,1.9
171532,1.43,27,3.51,0.3,0,1.65
171534,0.45,34,0.9,0,0,0.21
171535,0.43,28,0.8,0,0,0.17
171536,0.43,31,0.82,0,0,0.2
171537,0.64,3,0.7,0,2.2,0.04
171538,0.17,2,0,0,0,0.07
171539,0.88,5,1.23,0,0.3,0.16
171540,0.5,5,0.12,0,0.2,0.04
171541,0.15,12,0.15,0,0.2,0
171542,0.41,2,0.2,0,0,0.2
171543,0.67,8,0.28,0,0,0.12
171544,0.78,4,0.4,0,1.6,0.13
171545,0.25,10,0.18,0,0,0.13
171546,0.25,8,0.22,0,0,0.11
171547,2.48,13,0.37,0,4.1,9.47
171548,0.43,4,0.01,0,0.7,0.14
171549,1.07,9,0.3,0,1.7,0.12
171550,0.74,6,0.6,0,2,0
171551,0.55,2,0.5,0,1,0
171552,0.5,5,0.12,0,1,0.04
171553,0.8,4,8.4,0,2.6,1.79
171554,1.48,30,1.3,0,1.3,0
171555,0.89,16,1.3,0,2.9,0.1
171556,0.69,8,0.28,0,0,0
171557,0.62,4,0.4,0,11.5,0
171558,0.81,10,0.9,0,2.7,0.9
171559,0.51,10,0.23,0,0.7,0
171560,1,51,0,0,0,1
171561,2.23,50,0.21,0,0,1
171562,1.03,56,0.09,0,1.1,0.3
171563,1.87,56,0.2,0,1,0.3
171564,0.7,2,1,0,0,0.1
171565,1.72,34,1.11,0,0.3,0.7
171566,0.09,3,0.08,0,0,0
171567,1.33,40,1.39,0,0.6,0.48
171568,0.7,2,0.8,0,0,0.1
171569,3.29,44,1.26,0,0.2,0.58
171570,1,45,1.4,0,7,0.7
171571,2.44,38,1.65,0,0,0.75
171572,0.36,4,0.6,0,1.9,0.08
171573,0.36,4,0.4,0,0,0.02
171574,0.33,4,0.24,0,2.4,0
171575,0.38,19,0.3,0,0,0
171576,1,0,0,0,0,0
171577,1,0,0,0,0,0
171578,1,0,0,0,0,0
171579,0.57,47,1.33,0,0,0
171580,0.88,45,0.88,0,0.1,0
171581,0.57,47,1.33,0,0,0
171582,0.71,40,0.68,0,0,0
171583,0.06,1,0.03,0,0.4,0
171584,0.5,36,1.11,0,0.9,0.46
171586,1.37,0,0,0,0,0
171587,1.11,14,0.25,0,12.9,0
171588,7.4,32,0.96,0,1.9,0.33
171589,6.27,41,0.76,0,0.9,0.62
171590,9.57,30,1.13,0,0.9,0.37
171591,0.54,7,0.12,0,6.3,0
171592,0.73,15,0.64,0,0.6,0
171593,0.66,4,0.16,0,0,0.02
171594,0.33,13,0.2,0,0.4,0
171595,0.8,12,0.16,0,16,0
171596,0.61,4,0.9,0,2.3,0.1
171597,0.78,18,0.2,0,2,0
171598,0.7,2,1,0,0,0.1
171599,0.13,3,0.15,0,0,0.09
171600,0.12,3,0.09,0,0,0
171601,1.16,17,2.46,0.9,0,1.68
171602,0.2,2,0.13,0,0,0.05
171603,0.94,32,1.49,0,0,0.38
171604,0.5,12,0.15,0,30,0
171605,0.4,12,0.15,0,68,0
171606,0.21,1,0.1,0,0,0.1
171607,0.21,2,0.24,0,0.4,0.02
171608,2.38,62,0.91,0,16,0
171609,0.21,1,0.1,0,0,0.1
171610,5.3,13,0.19,0,13,0
171611,0.97,2,1.1,0,3,0.26
171612,0.88,2,1.1,0,0,0.26
171613,1.03,56,0.09,0,1.1,0.3
171614,3.93,25,0.61,0,0.6,0
171615,4.21,25,0.59,0,0,0
171616,0.76,13,1.72,0.9,0,0.87
171617,1.15,15,2.47,0.3,0,2.67
171618,6.4,8,1.3,1.3,0,1
171619,1.15,26,2.07,0,3.2,0.86
171620,0.53,21,3.25,1.1,0,0.73
171621,11.2,11,2.81,1.2,0,20.09
171622,1.03,16,2.1,0.3,0,2.05
171623,1.08,13,2.25,0.3,0,1.73
171624,1.17,20,1.11,0.5,0,0.54
171625,1.47,14,1.84,0.6,0,0.82
171626,0.95,13,1.83,0.6,2,0.7
171627,0.83,16,1.94,0.7,0,0.92
171628,0.91,16,2,1.1,0,0.81
171629,0.76,18,2.25,0,0,0.73
171630,1.5,9,0.97,0.9,0,1.05
171631,1.77,16,1.91,0,0,1
171632,1.3,25,1.34,0,0.7,0.58
171633,1.12,11,1.25,0.6,19.4,0.69
171635,1.46,18,2.42,0.4,0,1.05
171636,1.91,22,3.14,1.4,0,1.16
171637,1.24,15,1.06,0.8,0,0.47
171638,1.77,31,1.66,0.1,0,1
171639,2.63,30,4.71,1.2,0,1.88
171640,0.72,19,1.61,0.2,24,0.66
171641,30,99,5,6.7,20,5
171642,19.42,55,16.16,0,0,0
171643,19.8,55,15.56,0,0.1,0
171644,18.36,69,15.29,0,0,0
171645,6.67,16,5.56,7.4,22.2,5.56
171646,3.95,168,4.17,0,1.2,0
171647,28,124,2.07,0,0.1,0
171648,27.9,101,7.8,3.4,0,5.2
171649,18.35,55,15.29,0,0,0
171650,18.3,168,3.8,1.7,0.9,2.5
171651,2.86,30,1.1,0,0,0
171652,6.7,59,5.6,7.4,0,5.6
171653,8.05,272,13.88,0,5.5,0
171654,3.05,36,0.72,0,0,0
171655,0.57,7,0.18,0,0,0
171656,38.75,28,0.41,0,0,0
171657,3.74,5,0.13,0,0,0
171658,33.39,45,1.32,0,0,0
171659,5.33,7,0.23,0,0,0
171660,28.6,34,0.98,0,0,0
171661,24.72,128,2.51,0,0,0
171662,5.96,26,0.62,0,0,0
171663,8.78,87,1.97,0,1.2,0
171664,8.46,92,2.29,0,0,0
171665,3.57,130,4.41,0,0,0
171666,0.56,20,0.69,0,0,0
171667,3.39,122,2.66,0,0,0
171668,0.62,22,0.48,0,0,0
171669,4.41,133,3.07,0,0,0.42
171670,1,27,0.41,0,0,0
171671,0.57,7,0.18,0,0,0
171672,0.57,5,0.14,0,0,0
171673,0.57,5,0.14,0,0,0
171674,42.88,33,0.87,0,0,0
171675,0.9,27,1,0,0,0
171676,0.56,21,0.69,0,0,0
171677,0.62,22,0.48,0,0,0
171678,29.45,73,6.81,0,0,3.05
171679,27,27,12.5,3.3,20,5
171680,41.38,61,17.87,3.6,29.6,7.55
171681,30,92,12.5,3.3,20,5
171682,9.41,91,2.04,0,0.2,0
171683,3.08,98,2.15,0,2.8,0
171684,2.77,86,1.83,0,0.9,0
171685,3.13,113,2.56,0,9.4,0.2
171686,0.2,18,0.1,0,1677.6,0
171687,0.5,12,0.1,0,1600,0
171688,0.12,5,0.04,0,4.6,0
171689,0.07,4,0.05,0,4,0
171690,0.43,5,0.06,0,0.6,0
171691,1.4,16,0.2,0,3.9,0
171692,0.33,4,0.05,0,1,0
171693,0.31,3,0.04,0,0.9,0
171694,0.18,3,0.05,0,0.1,0
171695,0.23,3,0.03,0,1,0
171696,0.12,3,0.03,0,1.7,0
171697,0.39,10,0.2,0,10,0
171698,0.32,7,0.11,0,3.4,0
171699,0.3,7,0.11,0,3.1,0
171700,0.43,8,0.1,0,2.8,0
171701,0.62,8,0.1,0,2.4,0
171702,6.31,63,1,0,9.5,0
171703,0.9,9,0.1,0,9,0
171704,0.1,5,0.03,0,29.7,0
171705,0.55,29,0.64,0,10,0
171706,0.61,29,0.68,0,8.8,0
171707,0.17,24,0.4,0,17.4,0
171708,0.68,22,0.25,0,19.3,0
171709,0.65,17,0.18,0,2.8,0
171710,0.8,22,0.25,0,3.1,0
171711,0.28,6,0.16,0,9.7,0
171712,0.43,11,0.19,0,6.2,0
171713,0.85,16,0.22,0,3.1,0
171714,0.54,25,0.12,0,29,0
171715,0.08,10,0.12,0,34.4,0
171716,1.3,6,0.06,0,2,0
171717,1.26,5,0.06,0,1.9,0
171718,0.53,9,0.1,0,1.7,0
171719,0.36,11,0.07,0,7,0
171720,0.35,8,0.1,0,3.6,0
171721,0.36,7,0,0,8,0
171722,0.23,6,0.09,0,14,0
171723,0.39,4,0.1,0,0.2,0
171724,1.88,36,0.37,0,4.7,0
171725,0.71,18,0,0,19.2,0
171726,1.02,43,0.29,0,0.4,0
171727,1.6,5,0.11,0,36,0
171728,0.95,0,0,0,0,0
171729,0.89,0,0,0,0,0
171730,1,0,0,0,0,0
171731,0.97,0,0,0,0,0
171732,2.2,0,0,0,0,0
